timestamp,timestamp_local,ax,ay,az,fall_state
940045,2024-02-06 10:04:01.135501,-0.34697166085243225,9.712814331054688,0.708300769329071,0
940122,2024-02-06 10:04:01.210275,-0.3804723918437958,9.55727481842041,0.4211518168449402,0
940198,2024-02-06 10:04:01.284674,-0.36611494421958923,9.638633728027344,0.588655412197113,0
940275,2024-02-06 10:04:01.360230,-0.339792937040329,9.588382720947266,0.339792937040329,0
940351,2024-02-06 10:04:01.435105,-0.4809745252132416,9.667348861694336,0.3302213251590729,0
940427,2024-02-06 10:04:01.510089,-0.5647262930870056,9.877924919128418,0.24407662451267242,0
940504,2024-02-06 10:04:01.600098,-0.4546525478363037,9.980819702148438,0.11246667802333832,0
940581,2024-02-06 10:04:01.675327,-0.5551546812057495,9.82767391204834,0.2225404530763626,0
940657,2024-02-06 10:04:01.749544,-0.32782840728759766,10.349327087402344,1.177310824394226,0
940734,2024-02-06 10:04:01.824581,-0.27997025847435,10.026285171508789,0.9116979837417603,0
940810,2024-02-06 10:04:01.900116,-0.6628355383872986,12.534052848815918,-3.2687125205993652,0
940886,2024-02-06 10:04:01.975298,-0.17946811020374298,9.93056869506836,0.8111958503723145,0
940963,2024-02-06 10:04:02.065371,0.48815324902534485,9.535738945007324,0.3732936680316925,0
941040,2024-02-06 10:04:02.125351,0.11246667802333832,9.212696075439453,0.20579010248184204,0
941116,2024-02-06 10:04:02.200253,0.13639576733112335,9.301233291625977,0.588655412197113,0
941193,2024-02-06 10:04:02.274745,-0.24886244535446167,9.899460792541504,0.9404128789901733,0
941269,2024-02-06 10:04:02.350241,-0.39961564540863037,10.208146095275879,1.019378900527954,0
941345,2024-02-06 10:04:02.440225,0.17468228936195374,9.499845504760742,1.072022795677185,0
941422,2024-02-06 10:04:02.514684,0.44029510021209717,9.674527168273926,1.3519930839538574,0
941499,2024-02-06 10:04:02.590301,0.8375178575515747,9.794173240661621,1.275420069694519,0
941575,2024-02-06 10:04:02.665325,0.667621374130249,9.4950590133667,1.177310824394226,0
941652,2024-02-06 10:04:02.740311,0.983485221862793,9.552489280700684,1.3472073078155518,0
941728,2024-02-06 10:04:02.815284,0.9858781099319458,9.772636413574219,1.2155972719192505,0
941804,2024-02-06 10:04:02.905080,1.3089207410812378,9.746315002441406,0.9954497814178467,0
941881,2024-02-06 10:04:02.964857,1.296956181526184,9.449594497680664,0.844696581363678,0
941958,2024-02-06 10:04:03.040222,1.5697476863861084,9.38259220123291,0.6843717098236084,0
942034,2024-02-06 10:04:03.130306,1.612820029258728,9.691277503967285,0.9284483194351196,0
942111,2024-02-06 10:04:03.205307,1.8257888555526733,9.57402515411377,0.9763064980506897,0
942187,2024-02-06 10:04:03.280275,1.5482115745544434,9.351485252380371,0.9571632146835327,0
942263,2024-02-06 10:04:03.354695,1.2873845100402832,9.370628356933594,1.4237803220748901,0
942340,2024-02-06 10:04:03.430226,1.5099250078201294,9.727170944213867,1.689393162727356,0
942416,2024-02-06 10:04:03.505007,-0.26800569891929626,10.397185325622559,1.3687434196472168,0
942493,2024-02-06 10:04:03.579706,-0.25843408703804016,9.882710456848145,1.2873845100402832,0
942570,2024-02-06 10:04:03.655221,-0.24407662451267242,10.35650634765625,0.6125844717025757,0
942646,2024-02-06 10:04:03.729799,-0.9786993861198425,8.68864917755127,0.4761887192726135,0
942722,2024-02-06 10:04:03.805213,-1.56256902217865,9.430450439453125,1.201239824295044,0
942799,2024-02-06 10:04:03.894665,-1.012200117111206,9.116979598999023,1.6846072673797607,0
942875,2024-02-06 10:04:03.969698,-0.6317277550697327,9.440022468566895,1.9191123247146606,0
942952,2024-02-06 10:04:04.044481,-0.5049036145210266,9.088264465332031,1.8425391912460327,0
943029,2024-02-06 10:04:04.119908,-0.41875892877578735,8.966226577758789,1.8736470937728882,0
943105,2024-02-06 10:04:04.194504,-1.081594467163086,9.126551628112793,2.2014753818511963,0
943181,2024-02-06 10:04:04.270000,-1.1007376909255981,9.71520709991455,2.5532329082489014,0
943258,2024-02-06 10:04:04.344724,-0.11246667802333832,10.370863914489746,3.716186285018921,0
943334,2024-02-06 10:04:04.420250,-0.9595561623573303,14.197123527526855,1.4118157625198364,0
943411,2024-02-06 10:04:04.495242,1.395065426826477,8.56900405883789,0.6365135312080383,0
943488,2024-02-06 10:04:04.570202,0.588655412197113,8.119136810302734,0.3326142132282257,0
943564,2024-02-06 10:04:04.660172,-0.19861137866973877,9.923389434814453,1.0241646766662598,0
943641,2024-02-06 10:04:04.735068,0.6556568145751953,8.368000030517578,1.5697476863861084,0
943717,2024-02-06 10:04:04.810172,0.06221561133861542,9.542917251586914,1.7228938341140747,0
943793,2024-02-06 10:04:04.885272,0.14836029708385468,8.963833808898926,2.270869731903076,0
943870,2024-02-06 10:04:04.975253,0.36611494421958923,9.315590858459473,1.7875022888183594,0
943947,2024-02-06 10:04:05.034639,-2.0004711151123047,12.187081336975098,3.342892646789551,0
944023,2024-02-06 10:04:05.110162,0.45704543590545654,11.124629974365234,1.3998512029647827,0
944100,2024-02-06 10:04:05.185259,-2.1655819416046143,7.032756805419922,-0.2225404530763626,0
944176,2024-02-06 10:04:05.260230,-0.46661707758903503,10.411542892456055,0.9475916028022766,0
944252,2024-02-06 10:04:05.334527,-0.7681235074996948,8.980584144592285,1.7970739603042603,0
944329,2024-02-06 10:04:05.425257,-1.9310768842697144,8.009063720703125,2.0291860103607178,0
944406,2024-02-06 10:04:05.500081,-1.1246668100357056,9.195945739746094,1.8521108627319336,0
944482,2024-02-06 10:04:05.575046,-1.454888105392456,8.803508758544922,2.053115129470825,0
944559,2024-02-06 10:04:05.650263,-1.9837207794189453,9.361056327819824,2.2397620677948,0
944635,2024-02-06 10:04:05.725289,0.44029510021209717,12.14400863647461,3.6707210540771484,0
944711,2024-02-06 10:04:05.800187,0.13639576733112335,11.16291618347168,1.6391420364379883,0
944788,2024-02-06 10:04:05.875249,1.0887731313705444,6.5374250411987305,0.11485958844423294,0
944865,2024-02-06 10:04:05.950247,0.7513731122016907,9.8444242477417,0.07657305896282196,0
944941,2024-02-06 10:04:06.025287,0.3302213251590729,9.329948425292969,1.6032484769821167,0
