timestamp,ax,ay,az,fall_state,time_interval,vx,dx,vy,dy,vz,dz,angle_xy,angle_yz,angle_zx,g_force,jerk,orientation_xy,orientation_yz,orientation_zx,magnitude_acceleration,magnitude_velocity,magnitude_displacement,impact_detection
2024-02-06 10:09:00.744163,0.4737958014011383,9.621883392333984,1.5123178958892822,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.819052113925184,81.06762209063643,72.60468838525235,9.751524388285397,inf,87.18094788607482,8.932377909363561,17.395311614747666,9.751524388285397,0.0,0.0,1
2024-02-06 10:09:00.819065,0.5144752264022827,9.600347518920898,1.524282455444336,0,7.4902e-05,3.701173826226592e-05,1.3861266096601208e-09,0.0007198917698574066,2.6960666672929734e-08,0.00011372371975779532,4.259067028649192e-09,3.067502499142629,80.97824557008586,71.34945235647297,9.73420742775742,-231.1949017112544,86.93249750085738,9.021754429914145,18.650547643527045,9.73420742775742,0.0007297582568996211,2.733017647914771e-08,0
2024-02-06 10:09:00.894707,0.4379021823406219,9.648205757141112,1.438137769699097,0,7.5642e-05,3.7364117903500795e-05,1.413645676441455e-09,0.0007270137345695497,2.7496021709567716e-08,0.00011481981524109841,4.343628136598784e-09,2.598694575305007,81.5220526828576,73.06490011695806,9.764623541031403,402.10614835650637,87.401305424695,8.477947317142407,16.93509988304194,9.764623541031403,0.0007369726165411238,2.7872866902071508e-08,0
2024-02-06 10:09:00.969533,0.4307234585285187,9.664956092834473,1.4883887767791748,0,7.4826e-05,3.700971864202619e-05,1.3833011511308799e-09,0.0007191339645347596,2.6905993448333157e-08,0.00011362579241013528,4.25042232867708e-09,2.5517257998759133,81.2453107548786,73.86013400645145,9.788370657315097,317.3645027623282,87.44827420012409,8.754689245121401,16.139865993548558,9.788370657315097,0.0007289953353227125,2.727475197849805e-08,0
2024-02-06 10:09:01.044500,0.4474738240242004,9.609918594360352,1.5362470149993896,0,7.4967e-05,3.7071631550446154e-05,1.3885238863194492e-09,0.0007204928432002068,2.700748713827847e-08,0.00011383902923345567,4.266458598602953e-09,2.6659805518500037,80.91751287764433,73.76035949465467,9.742218592523686,-615.6317418518902,87.33401944815,9.082487122355683,16.23964050534535,9.742218592523686,0.0007303722116464627,2.7377637390409528e-08,0
2024-02-06 10:09:01.119285,0.4450809061527252,9.547703742980955,1.5075321197509766,0,7.478500000000001e-05,3.699040907000006e-05,1.3817842406229888e-09,0.0007187494995675089,2.6876516085086614e-08,0.0001135620453321934,4.2457651008174794e-09,2.6689987375788546,81.02737367898742,73.55139206148773,9.67622844236509,-882.3982103175234,87.33100126242114,8.972626321012585,16.448607938512275,9.67622844236509,0.0007286051548210055,2.7244870450249404e-08,0
2024-02-06 10:09:01.209678,0.4833674430847168,9.650598526000977,1.5099250078201294,0,9.0393e-05,4.423601998744905e-05,2.015675292987321e-09,0.0008685730504746438,3.926398126561557e-08,0.0001371102807557583,6.202011933607853e-09,2.8673651571796603,81.10764012497229,72.24873897191557,9.779957542051351,1147.5346507612376,87.13263484282035,8.892359875027712,17.751261028084436,9.779957542051351,0.0008804403435577455,3.980186080747964e-08,0
2024-02-06 10:09:01.284540,0.4857603311538696,9.418486595153809,1.5793193578720093,0,7.4862e-05,3.6710258256599306e-05,1.3870869692831636e-09,0.0007204920699663163,2.6924096072831295e-08,0.00011312075363397599,4.2588428360543724e-09,2.9524253314687456,80.48103368201593,72.90337207525255,9.562327252116189,-2907.0862378130673,87.04757466853125,9.51896631798406,17.096627924747448,9.562327252116189,0.0007302415838942152,2.7294114785089043e-08,0
2024-02-06 10:09:01.358846,0.7537660598754883,9.509416580200195,1.5194966793060305,0,7.4306e-05,3.636566991989315e-05,1.3667718612500987e-09,0.0007152301128835678,2.6524965305999026e-08,0.00011225928277564049,4.196187185932499e-09,4.532087130868908,80.9215315972662,63.6156922913739,9.659505014607563,1307.8050560031954,85.4679128691311,9.078468402733796,26.38430770862611,9.659505014607563,0.0007248991122173243,2.688958602702059e-08,0
2024-02-06 10:09:01.434305,1.5960696935653689,9.143301963806152,1.2921704053878784,0,7.5459e-05,3.7720350231751794e-05,1.4094824518675217e-09,0.0007259834051241874,2.7355824899130493e-08,0.00011388020884996652,4.326556602854661e-09,9.901873281845484,81.95598708858846,38.99346591380976,9.371078573174998,-3822.2934498544187,80.09812671815452,8.044012911411546,51.00653408619025,9.371078573174998,0.0007358283980012106,2.7731694660292862e-08,0
2024-02-06 10:09:01.509700,1.531461238861084,9.356270790100098,0.5192610621452332,0,7.5395e-05,3.762026924191416e-05,1.4070715520443647e-09,0.0007253914187960624,2.730938090476505e-08,0.00011382224304300548,4.319270124394087e-09,9.295903610352934,86.82341625109721,18.729870204903587,9.494988608443636,1643.478151981407,80.70409638964708,3.1765837489027877,71.27012979509641,9.494988608443636,0.0007352302347782901,2.7684620823872625e-08,0
2024-02-06 10:09:01.584559,1.416601538658142,10.150715827941896,1.0839873552322388,0,7.4859e-05,3.6830188417538995e-05,1.387118829391631e-09,0.000720163546382427,2.692197217409721e-08,0.0001133925724671483,4.2583765538373646e-09,7.9447041998613,83.90452730135897,37.42331505743567,10.30625151668938,10837.212736554651,82.0552958001387,6.095472698641042,52.57668494256433,10.30625151668938,0.0007299656648142453,2.7291948542820995e-08,0
2024-02-06 10:09:01.659004,1.524282455444336,9.485487937927246,0.9428057670593262,0,7.4445e-05,3.6221425430759785e-05,1.3719971453250332e-09,0.0007160988522028921,2.662466585759005e-08,0.00011297302629083395,4.2115188748944625e-09,9.129169801701062,84.32375541210592,31.737798839581814,9.653331090299297,-8770.507440259038,80.87083019829895,5.676244587894068,58.262201160418186,9.653331090299297,0.0007258598090925307,2.699059279505905e-08,0
2024-02-06 10:09:01.734008,1.5194966793060305,9.56684684753418,1.2514909505844116,0,7.5004e-05,3.707216169892252e-05,1.3924827029277797e-09,0.0007214239797754287,2.7026453489127995e-08,0.00011358633222341538,4.274842215599196e-09,9.024869496363598,82.54714980545307,39.475622049043416,9.767274868764133,1519.1693571654378,80.9751305036364,7.452850194546931,50.524377950956584,9.767274868764133,0.000731251501629923,2.7397855249019416e-08,0
2024-02-06 10:09:01.809670,1.8186101913452148,9.128944396972656,0.9308412671089172,0,7.5662e-05,3.817039885936677e-05,1.4172375053514565e-09,0.0007275748950948713,2.750317411896032e-08,0.00011430431952303648,4.3498182400237775e-09,11.266603399722195,84.17790469509875,27.105278196136897,9.354754635779393,-5452.145502164095,78.73339660027781,5.822095304901257,62.894721803863106,9.354754635779393,0.0007374874133048106,2.7881070056324365e-08,0
2024-02-06 10:09:01.884260,2.036364793777466,9.40173625946045,0.9715206623077391,0,7.459e-05,3.6104132267341026e-05,1.3774263566675414e-09,0.0007176424502630233,2.6728537621848492e-08,0.00011328465352886916,4.227830550467957e-09,12.221175675970514,84.10032722472971,25.505145204652383,9.668675124497698,4208.613603945629,77.7788243240295,5.8996727752703,64.49485479534762,9.668675124497698,0.0007274253277907289,2.7095877508102276e-08,0
2024-02-06 10:09:01.973901,2.115330696105957,9.179195404052734,0.6963362693786621,0,8.9641e-05,6.734771667645873e-05,2.1559532458941066e-09,0.0008574732514967918,3.858207083544198e-08,0.00012583611086827517,6.027333862938667e-09,12.977161582233775,85.66183552035314,18.220797197210015,9.44548232859091,-2489.8516962861695,77.02283841776624,4.338164479646856,71.77920280279,9.44548232859091,0.0008692702794715035,3.910950111986691e-08,0
2024-02-06 10:09:02.049421,1.1820966005325315,9.353878021240234,0.7824809551239014,0,7.552000000000001e-05,4.406623124854269e-05,1.3693150665696344e-09,0.0007266204865775108,2.739757699776837e-08,0.00011539492185467482,4.324122156398279e-09,7.202574448613614,85.218163489749,33.50230136632505,9.460690400513236,201.37807100539052,82.7974255513864,4.781836510251001,56.49769863367496,9.460690400513236,0.0007370448780369042,2.7770493001090848e-08,0
2024-02-06 10:09:02.124535,-2.409658432006836,11.895146369934082,-0.3804723918437958,0,7.5114e-05,4.431542630033198e-05,1.3513735900872125e-09,0.0007223069346261023,2.710344473126403e-08,0.00011531331411632895,4.277288384496164e-09,-11.451720212147347,91.83201046944413,-171.02737320315902,12.142722930300804,35706.160366743454,101.45172021214734,-1.8320104694441322,-98.97262679684098,12.142722930300804,0.000732794872545945,2.747213356848745e-08,0
2024-02-06 10:09:02.214492,-2.5532329082489014,11.813787460327148,-0.1651106625795364,0,8.995699999999999e-05,7.483328218624042e-06,1.7357980467496444e-09,0.000898262787047386,3.913050292066382e-08,0.00011126426947792619,5.958833921140927e-09,-12.195374240095136,90.80071935170211,-176.2999888959752,12.08767281044807,-611.9603794338802,102.19537424009515,-0.8007193517021112,-93.70001110402481,12.08767281044807,0.0009051584239556198,3.961965365046645e-08,0
2024-02-06 10:09:02.274557,-2.30915641784668,9.492666244506836,-0.4067943692207336,0,6.0065e-05,8.015659908644858e-05,4.259316932480294e-10,0.0005798165299749373,1.7039129448448186e-08,0.00011981196208321302,2.5051685642281413e-09,-13.6720450644605,92.45382572448743,-170.00895719670578,9.77795466600821,-38453.64429268061,103.6720450644605,-2.453825724487427,-99.99104280329422,9.77795466600821,0.0005974673171542628,1.722757149755833e-08,0
